icao,name,country,type,lat,lon,elev_m,runway,heading_deg,length_m,width_m,surface
,SIENSK,PL,airfield_civil,51.86139000,14.79528000,58,27,270,430,25,grass
EPSI,SIERADZ,PL,airfield_civil,51.53556000,18.80139000,137,07,66,530,45,grass
EPSI,SIERADZ,PL,airfield_civil,51.53556000,18.80139000,137,25,246,530,45,grass
,SKEPE,PL,airfield_civil,52.83056000,19.38694000,104,13,125,375,45,grass
,SKEPE,PL,airfield_civil,52.83056000,19.38694000,104,31,305,375,45,grass
,SKEPE,PL,airfield_civil,52.83056000,19.38694000,104,04,40,576,45,grass
,SKEPE,PL,airfield_civil,52.83056000,19.38694000,104,22,220,576,45,grass
,SLAWNO,PL,airfield_civil,54.39278000,16.68222000,30,04,45,595,31,grass
,SLAWNO,PL,airfield_civil,54.39278000,16.68222000,30,22,225,595,31,grass
,SLUPSK REDZIKOWO,PL,airfield_civil,54.47861000,17.10694000,67,09,87,2000,60,concrete
,SLUPSK REDZIKOWO,PL,airfield_civil,54.47861000,17.10694000,67,27,267,2000,60,concrete
EPPS,SMILOWO,PL,airfield_civil,53.14500000,16.88194000,88,10,100,800,16,concrete
EPPS,SMILOWO,PL,airfield_civil,53.14500000,16.88194000,88,28,280,800,16,concrete
,SMOLNIK,PL,airfield_civil,49.28167000,22.11861000,594,13,133,500,50,grass
,SMOLNIK,PL,airfield_civil,49.28167000,22.11861000,594,31,313,500,50,grass
EPSJ,SOBIENIE,PL,airfield_civil,51.95267000,21.35250000,88,09,95,778,50,grass
EPSJ,SOBIENIE,PL,airfield_civil,51.95267000,21.35250000,88,27,275,778,50,grass
,SOCHACZEW,PL,closed,52.19833000,20.29139000,88,11,108,950,58,asphalt
,SOCHACZEW,PL,closed,52.19833000,20.29139000,88,29,288,950,58,asphalt
,SOLEC KUJAWSKI,PL,airfield_civil,53.07083000,18.19556000,34,10,96,380,27,grass
,SOLEC KUJAWSKI,PL,airfield_civil,53.07083000,18.19556000,34,28,276,380,27,grass
,SOWINIEC,PL,airfield_civil,52.23750000,16.88944000,52,04,37,578,28,grass
,SOWINIEC,PL,airfield_civil,52.23750000,16.88944000,52,22,217,578,28,grass
,STRZELCE MALE-SZCZUROWA,PL,airfield_civil,50.11889000,20.60250000,176,03,29,525,30,grass
,STRZELCE MALE-SZCZUROWA,PL,airfield_civil,50.11889000,20.60250000,176,21,209,525,30,grass
EPBW,STARA WIES,PL,airfield_civil,49.72306000,22.02556000,302,05,50,500,22,grass
EPBW,STARA WIES,PL,airfield_civil,49.72306000,22.02556000,302,23,230,500,22,grass
,SULISZEW 1,PL,airfield_civil,51.92722000,20.27500000,122,08,82,300,10,grass
,SULISZEW 1,PL,airfield_civil,51.92722000,20.27500000,122,26,262,300,10,grass
,SULISZEW 2,PL,airfield_civil,51.92722000,20.26500000,131,18,180,875,40,grass
,SULISZEW 2,PL,airfield_civil,51.92722000,20.26500000,131,36,360,875,40,grass
EPLS,LESZNO,PL,airfield_civil,51.83335000,16.52264000,90,05R,53,1320,50,grass
EPLS,LESZNO,PL,airfield_civil,51.83335000,16.52264000,90,23L,233,1320,50,grass
EPLS,LESZNO,PL,airfield_civil,51.83335000,16.52264000,90,18,178,940,50,grass
EPLS,LESZNO,PL,airfield_civil,51.83335000,16.52264000,90,36,358,940,50,grass
EPLS,LESZNO,PL,airfield_civil,51.83335000,16.52264000,90,05L,53,950,50,grass
EPLS,LESZNO,PL,airfield_civil,51.83335000,16.52264000,90,23R,233,950,50,grass
,STARE JUCHY,PL,airfield_civil,53.90722000,22.23389000,136,09,91,530,34,grass
,STARE JUCHY,PL,airfield_civil,53.90722000,22.23389000,136,27,271,530,34,grass
EPSU,SUWALKI,PL,airfield_civil,54.07417000,22.89361000,178,08L,75,1320,30,asphalt
EPSU,SUWALKI,PL,airfield_civil,54.07417000,22.89361000,178,26R,255,1320,30,asphalt
EPSU,SUWALKI,PL,airfield_civil,54.07417000,22.89361000,178,08R,75,1080,60,grass
EPSU,SUWALKI,PL,airfield_civil,54.07417000,22.89361000,178,26L,255,1080,60,grass
EPSN,SWIDWIN,PL,military,53.79056000,15.82639000,120,11,111,2500,60,concrete
EPSN,SWIDWIN,PL,military,53.79056000,15.82639000,120,29,291,2500,60,concrete
,SZABRUK,PL,airfield_civil,53.73833000,20.32167000,124,08,85,300,20,grass
,SZABRUK,PL,airfield_civil,53.73833000,20.32167000,124,26,265,300,20,grass
EPWC,SWIEBODZICE,PL,airfield_civil,50.88222000,16.31889000,267,05,55,750,25,grass
EPWC,SWIEBODZICE,PL,airfield_civil,50.88222000,16.31889000,267,23,235,750,25,grass
EPSC,SZCZECIN/GOLENIOW,PL,ifr,53.58472000,14.90222000,47,13,131,2500,60,asphalt
EPSC,SZCZECIN/GOLENIOW,PL,ifr,53.58472000,14.90222000,47,31,311,2500,60,asphalt
EPSD,SZCZECIN DABIE,PL,airfield_civil,53.39083000,14.63222000,1,09,90,1000,50,grass
EPSD,SZCZECIN DABIE,PL,airfield_civil,53.39083000,14.63222000,1,27,270,1000,50,grass
,SZPROTAWA,PL,closed,51.56083000,15.58778000,128,08,80,2400,50,concrete
,SZPROTAWA,PL,closed,51.56083000,15.58778000,128,26,260,2400,50,concrete
EPWS,SZYMANOW,PL,airfield_civil,51.20700000,16.99796000,124,11,110,560,100,grass
EPWS,SZYMANOW,PL,airfield_civil,51.20700000,16.99796000,124,29,290,560,100,grass
EPWS,SZYMANOW,PL,airfield_civil,51.20700000,16.99796000,124,14R,140,700,50,grass
EPWS,SZYMANOW,PL,airfield_civil,51.20700000,16.99796000,124,32L,320,700,50,grass
EPWS,SZYMANOW,PL,airfield_civil,51.20700000,16.99796000,124,14L,140,700,50,grass
EPWS,SZYMANOW,PL,airfield_civil,51.20700000,16.99796000,124,32R,320,700,50,grass
,SZORCE,PL,airfield_civil,53.28528000,22.67417000,110,05,51,420,25,grass
,SZORCE,PL,airfield_civil,53.28528000,22.67417000,110,23,231,420,25,grass
EPTO,TORUN,PL,airfield_civil,53.02917000,18.54583000,50,10R,98,1269,57,concrete
EPTO,TORUN,PL,airfield_civil,53.02917000,18.54583000,50,28L,278,1269,57,concrete
EPTO,TORUN,PL,airfield_civil,53.02917000,18.54583000,50,10L,98,1092,150,grass
EPTO,TORUN,PL,airfield_civil,53.02917000,18.54583000,50,28R,278,1092,150,grass
,TARNOW,PL,airfield_civil,50.00167000,21.00417000,206,09,95,570,50,grass
,TARNOW,PL,airfield_civil,50.00167000,21.00417000,206,27,275,570,50,grass
EPTM,TOMASZOW MAZOWIECKI,PL,military,51.58444000,20.09722000,184,11,116,2000,60,concrete
EPTM,TOMASZOW MAZOWIECKI,PL,military,51.58444000,20.09722000,184,29,296,2000,60,concrete
,TRZCIANO,PL,airfield_civil,53.80889000,19.07472000,74,13,131,400,25,grass
,TRZCIANO,PL,airfield_civil,53.80889000,19.07472000,74,31,311,400,25,grass
EPTN,TRZEBICZ NOWY,PL,airfield_civil,52.79972000,15.79750000,31,08,84,600,60,grass
EPTN,TRZEBICZ NOWY,PL,airfield_civil,52.79972000,15.79750000,31,26,264,600,60,grass
,TRZEBIELINO,PL,airfield_civil,54.21083000,17.06917000,88,15,146,890,28,grass
,TRZEBIELINO,PL,airfield_civil,54.21083000,17.06917000,88,33,326,890,28,grass
,TUROSN KOSCIELNA,PL,airfield_civil,53.00222000,23.05722000,125,03,29,316,35,grass
,TUROSN KOSCIELNA,PL,airfield_civil,53.00222000,23.05722000,125,21,209,316,35,grass
EPST,TURBIA K/STALOWEJ WOLI,PL,airfield_civil,50.62639000,21.99889000,150,12,121,870,100,grass
EPST,TURBIA K/STALOWEJ WOLI,PL,airfield_civil,50.62639000,21.99889000,150,30,301,870,100,grass
,TUSZOW NARODOWY,PL,airfield_civil,50.37306000,21.48542000,158,03,27,670,35,grass
,TUSZOW NARODOWY,PL,airfield_civil,50.37306000,21.48542000,158,21,207,670,35,grass
EPGU,ULIM,PL,airfield_civil,52.69278000,15.21806000,15,11,116,900,30,grass
EPGU,ULIM,PL,airfield_civil,52.69278000,15.21806000,15,29,296,900,30,grass
,TWORZYJANOW,PL,airfield_civil,50.92278000,16.67833000,176,09,90,430,24,grass
,TWORZYJANOW,PL,airfield_civil,50.92278000,16.67833000,176,27,270,430,24,grass
,WALOWICE,PL,airfield_civil,52.00361000,14.79667000,42,12,120,800,25,grass
,WARKA,PL,airfield_civil,51.74444000,21.20250000,110,09,89,380,40,grass
,WARKA,PL,airfield_civil,51.74444000,21.20250000,110,27,269,380,40,grass
EPBC,WARSZAWA - BABICE,PL,airfield_civil,52.26917000,20.90722000,106,10R,98,1301,90,concrete
EPBC,WARSZAWA - BABICE,PL,airfield_civil,52.26917000,20.90722000,106,28L,278,1301,90,concrete
EPBC,WARSZAWA - BABICE,PL,airfield_civil,52.26917000,20.90722000,106,10L,98,1000,150,grass
EPBC,WARSZAWA - BABICE,PL,airfield_civil,52.26917000,20.90722000,106,28R,278,1000,150,grass
EPMO,WARSZAWA/MODLIN,PL,international,52.45122000,20.65189000,100,08,78,2500,45,asphalt
EPMO,WARSZAWA/MODLIN,PL,international,52.45122000,20.65189000,100,26,258,2500,45,asphalt
EPWA,LOTNISKO CHOPINA W WARSZAWIE,PL,international,52.16583000,20.96722000,99,11,114,2800,50,asphalt
EPWA,LOTNISKO CHOPINA W WARSZAWIE,PL,international,52.16583000,20.96722000,99,29,294,2800,50,asphalt
EPWA,LOTNISKO CHOPINA W WARSZAWIE,PL,international,52.16583000,20.96722000,99,15,151,3690,60,asphalt
EPWA,LOTNISKO CHOPINA W WARSZAWIE,PL,international,52.16583000,20.96722000,99,33,331,3690,60,asphalt
EPWT,WATOROWO,PL,airfield_civil,53.29857000,18.41424000,91,08,75,804,59,grass
EPWT,WATOROWO,PL,airfield_civil,53.29857000,18.41424000,91,26,255,804,59,grass
,WERLAS,PL,airfield_civil,49.35111000,22.48167000,479,06,56,500,27,grass
,WERLAS,PL,airfield_civil,49.35111000,22.48167000,479,24,236,500,27,grass
EPWI,WICKO MORSKIE,PL,closed,54.55361000,16.61806000,2,02,24,843,45,asphalt
EPWI,WICKO MORSKIE,PL,closed,54.55361000,16.61806000,2,22,204,843,45,asphalt
EPWI,WICKO MORSKIE,PL,closed,54.55361000,16.61806000,2,10,96,1180,45,asphalt
EPWI,WICKO MORSKIE,PL,closed,54.55361000,16.61806000,2,28,276,1180,45,asphalt
EPVL,WILCZE LASKI,PL,airfield_civil,53.59457000,16.72378000,160,10,101,1270,30,asphalt
EPVL,WILCZE LASKI,PL,airfield_civil,53.59457000,16.72378000,160,26,281,1270,30,asphalt
,WEREMIEN,PL,airfield_civil,49.44583000,22.31917000,405,05,50,350,30,grass
,WEREMIEN,PL,airfield_civil,49.44583000,22.31917000,405,23,230,350,30,grass
,WILGA,PL,airfield_civil,51.88139000,21.36944000,93,09,95,660,15,grass
,WILGA,PL,airfield_civil,51.88139000,21.36944000,93,27,275,660,15,grass
,WINCENTOW 1,PL,airfield_civil,51.93972000,21.14889000,107,01,14,474,30,grass
,WINCENTOW 1,PL,airfield_civil,51.93972000,21.14889000,107,19,194,474,30,grass
EPWJ,WISNIEW,PL,airfield_civil,52.08056000,22.26389000,152,10,101,530,40,grass
EPWJ,WISNIEW,PL,airfield_civil,52.08056000,22.26389000,152,28,281,530,40,grass
EPWR,WROCLAW/STRACHOWICE,PL,ifr,51.10278000,16.88583000,123,11,116,2503,45,asphalt
EPWR,WROCLAW/STRACHOWICE,PL,ifr,51.10278000,16.88583000,123,29,296,2503,45,asphalt
,WISZNICE,PL,airfield_civil,51.77889000,23.16639000,154,13,127,510,25,grass
,WISZNICE,PL,airfield_civil,51.77889000,23.16639000,154,31,307,510,25,grass
,WOLOWNO2,PL,airfield_civil,53.80889000,20.18278000,108,16,162,450,20,grass
,WOLOWNO2,PL,airfield_civil,53.80889000,20.18278000,108,34,342,450,20,grass
,WRZESNIA,PL,airfield_civil,52.30583000,17.55833000,105,08,83,500,37,grass
,WRZESNIA,PL,airfield_civil,52.30583000,17.55833000,105,26,263,500,37,grass
,ZABIA WOLA,PL,airfield_civil,52.03778000,20.67861000,143,11,107,440,30,grass
,ZABIA WOLA,PL,airfield_civil,52.03778000,20.67861000,143,29,287,440,30,grass
EPZA,ZAMOSC,PL,airfield_civil,50.70083000,23.20472000,229,12L,126,930,50,grass
EPZA,ZAMOSC,PL,airfield_civil,50.70083000,23.20472000,229,30R,306,930,50,grass
EPZA,ZAMOSC,PL,airfield_civil,50.70083000,23.20472000,229,12R,126,950,30,grass
EPZA,ZAMOSC,PL,airfield_civil,50.70083000,23.20472000,229,30L,306,950,50,grass
EPZW,ZAWISZYN,PL,airfield_civil,54.27806000,22.53778000,221,13,129,842,40,grass
EPZW,ZAWISZYN,PL,airfield_civil,54.27806000,22.53778000,221,31,309,842,40,grass
EPZB,ZBOROWO,PL,airfield_civil,52.36193000,16.63842000,74,10,101,900,50,grass
EPZB,ZBOROWO,PL,airfield_civil,52.36193000,16.63842000,74,28,281,900,50,grass
EPZL,ZDZIAR-LOPATKI,PL,airfield_civil,52.63556000,20.07028000,135,06,57,605,40,grass
EPZL,ZDZIAR-LOPATKI,PL,airfield_civil,52.63556000,20.07028000,135,24,237,605,40,grass
EPZR,ZAR K/ZYWCA,PL,airfield_civil,49.77114000,19.21852000,378,04,43,500,50,grass
EPZR,ZAR K/ZYWCA,PL,airfield_civil,49.77114000,19.21852000,378,22,223,500,50,grass
EPZT,ZATOR,PL,airfield_civil,49.96000000,19.40278000,254,07,68,474,26,grass
EPZT,ZATOR,PL,airfield_civil,49.96000000,19.40278000,254,25,248,474,26,grass
,ZERNICA,PL,airfield_civil,49.36250000,22.33056000,491,03,27,720,40,grass
,ZERNICA,PL,airfield_civil,49.36250000,22.33056000,491,21,207,720,40,grass
EPZE,ZERNIKI,PL,airfield_civil,52.32250000,17.04083000,80,05,54,432,18,concrete
EPZE,ZERNIKI,PL,airfield_civil,52.32250000,17.04083000,80,23,234,432,18,concrete
EPZG,ZIELONA GORA/BABIMOST,PL,ifr,52.13861000,15.79861000,59,06,65,2500,60,concrete
EPZG,ZIELONA GORA/BABIMOST,PL,ifr,52.13861000,15.79861000,59,24,245,2500,60,concrete
,ZLOBEK MALY,PL,airfield_civil,51.45444000,23.54250000,157,02,26,658,38,grass
,ZLOBEK MALY,PL,airfield_civil,51.45444000,23.54250000,157,20,206,658,38,grass
,ZLOBEK MALY,PL,airfield_civil,51.45444000,23.54250000,157,04,44,496,38,grass
,ZLOBEK MALY,PL,airfield_civil,51.45444000,23.54250000,157,22,224,496,38,grass
EPZK,ZLOCZEW-KONOPNICA,PL,airfield_civil,51.36083000,18.82222000,162,15,154,550,30,grass
EPZK,ZLOCZEW-KONOPNICA,PL,airfield_civil,51.36083000,18.82222000,162,33,334,550,30,grass
EPSS,ŚWIDNICA - KRZCZONÓW,PL,airfield_civil,50.81715000,16.58224000,248,11,110,450,20,grass
EPSS,ŚWIDNICA - KRZCZONÓW,PL,airfield_civil,50.81715000,16.58224000,248,29,290,450,20,grass
,ZYZDROJOWA WOLA,PL,airfield_civil,53.65750000,21.27750000,137,10,103,600,25,grass
,ZYZDROJOWA WOLA,PL,airfield_civil,53.65750000,21.27750000,137,28,283,600,25,grass
EPSP,SIERAKÓW-LUTOMEK,PL,airfield_civil,52.60835000,16.15478000,63,09,92,600,15,grass
EPSP,SIERAKÓW-LUTOMEK,PL,airfield_civil,52.60835000,16.15478000,63,27,272,600,15,grass
,DEJGUNY,PL,landing_strip,54.02079000,21.59394000,121,04,35,320,30,grass
,DEJGUNY,PL,landing_strip,54.02079000,21.59394000,121,22,215,320,30,grass
,DEJGUNY,PL,landing_strip,54.02079000,21.59394000,121,09,90,375,25,grass
,DEJGUNY,PL,landing_strip,54.02079000,21.59394000,121,27,270,375,25,grass
,BRZEZINY,PL,landing_strip,51.80855000,19.73838000,195,17,172,650,0,grass
,BRZEZINY,PL,landing_strip,51.80855000,19.73838000,195,35,352,650,0,grass
,BYCHLEW,PL,ultralight,51.63783000,19.34600000,184,09,87,850,30,grass
,BYCHLEW,PL,ultralight,51.63783000,19.34600000,184,27,267,850,30,grass
,BRUŻYCZKA MAŁA,PL,landing_strip,51.84803000,19.32917000,180,17,173,800,0,grass
,BRUŻYCZKA MAŁA,PL,landing_strip,51.84803000,19.32917000,180,35,353,800,0,grass
,BORONÓW,PL,landing_strip,50.68058000,18.91547000,286,16,159,280,15,grass
,BORONÓW,PL,landing_strip,50.68058000,18.91547000,286,34,339,280,15,grass
,BOBROWNIKI,PL,landing_strip,52.06583000,20.03155000,85,07,69,870,50,grass
,BOBROWNIKI,PL,landing_strip,52.06583000,20.03155000,85,25,249,870,50,grass
,BUKOWINA BOBRZAŃSKA,PL,ultralight,51.60633000,15.42338000,140,18,178,370,30,grass
,BUKOWINA BOBRZAŃSKA,PL,ultralight,51.60633000,15.42338000,140,36,358,370,30,grass
,BIBIANÓW,PL,landing_strip,51.94550000,19.25717000,140,09,86,385,0,grass
,BIBIANÓW,PL,landing_strip,51.94550000,19.25717000,140,27,266,385,0,grass
,CHOCIANÓW,PL,landing_strip,51.42780000,15.91803000,148,12,124,600,18,grass
,CHOCIANÓW,PL,landing_strip,51.42780000,15.91803000,148,30,304,600,18,grass
,JASIENNA,PL,landing_strip,49.71647000,20.81200000,524,14,144,300,0,grass
,JASIENNA,PL,landing_strip,49.71647000,20.81200000,524,32,324,300,0,grass
,CHEŁMŻYCA,PL,landing_strip,53.67045000,19.46075000,98,15,145,457,30,grass
,CHEŁMŻYCA,PL,landing_strip,53.67045000,19.46075000,98,33,325,457,30,grass
,DMOSIN,PL,landing_strip,51.93808000,19.77855000,146,15,147,375,15,grass
,DMOSIN,PL,landing_strip,51.93808000,19.77855000,146,33,327,375,15,grass
,DYLEW,PL,landing_strip,51.71600000,20.77162000,138,06,61,256,30,grass
,DYLEW,PL,landing_strip,51.71600000,20.77162000,138,24,241,256,30,grass
,DOBIESŁAWICE,PL,landing_strip,50.22442000,20.57403000,180,17,172,287,18,grass
,DOBIESŁAWICE,PL,landing_strip,50.22442000,20.57403000,180,35,352,287,18,grass
,DZWONO-SIERBOWICE,PL,landing_strip,50.51075000,19.64822000,373,18,179,330,20,grass
,DZWONO-SIERBOWICE,PL,landing_strip,50.51075000,19.64822000,373,36,359,330,20,grass
,NIEMIRY,PL,landing_strip,52.64309000,21.57177000,93,03,34,400,35,grass
,NIEMIRY,PL,landing_strip,52.64309000,21.57177000,93,21,214,400,35,grass
,NOWY BOSTÓW,PL,ultralight,50.92542000,21.08568000,305,10,97,220,30,grass
,NOWY BOSTÓW,PL,ultralight,50.92542000,21.08568000,305,28,277,220,30,grass
,PIĘKNE KĄTY,PL,landing_strip,51.75720000,15.84204000,61,05,61,500,30,grass
,PIĘKNE KĄTY,PL,landing_strip,51.75720000,15.84204000,61,23,241,500,30,grass
,LASOCIN,PL,landing_strip,51.73442000,15.68070000,92,11,105,380,22,grass
,LASOCIN,PL,landing_strip,51.73442000,15.68070000,92,29,285,380,22,grass
,MRĄGOWO-NIKUTOWO,PL,ultralight,53.83856000,21.29694000,156,18,185,700,50,grass
,MRĄGOWO-NIKUTOWO,PL,ultralight,53.83856000,21.29694000,156,36,5,700,50,grass
,KRUTECZEK,PL,landing_strip,52.83428000,16.45720000,65,13,131,300,0,grass
,KRUTECZEK,PL,landing_strip,52.83428000,16.45720000,65,31,311,300,0,grass
,WĄSEWO,PL,landing_strip,52.85135000,21.72876000,118,09,91,650,22,grass
,WĄSEWO,PL,landing_strip,52.85135000,21.72876000,118,27,271,650,22,grass
,JAWORZE,PL,landing_strip,53.31158000,15.71187000,105,36,0,300,0,grass
,JAWORZE,PL,landing_strip,53.31158000,15.71187000,105,18,180,300,0,grass
,KUTNO,PL,landing_strip,52.20858000,19.39067000,97,03,34,300,60,grass
,KUTNO,PL,landing_strip,52.20858000,19.39067000,97,21,214,300,60,grass
,KOŚCIELECZKI,PL,ultralight,54.06470000,19.00478000,5,07,65,982,0,grass
,KOŚCIELECZKI,PL,ultralight,54.06470000,19.00478000,5,25,245,982,0,grass
,KACZOWICE,PL,landing_strip,50.69095000,17.10988000,287,12,117,311,20,grass
,KACZOWICE,PL,landing_strip,50.69095000,17.10988000,287,30,297,311,20,grass
,KARCZEW,PL,landing_strip,52.08042000,21.22745000,88,08,78,450,20,grass
,KARCZEW,PL,landing_strip,52.08042000,21.22745000,88,26,258,450,20,grass
,KAMIENICA SZLACHECKA,PL,landing_strip,54.26555000,17.95833000,218,09,90,350,0,grass
,KAMIENICA SZLACHECKA,PL,landing_strip,54.26555000,17.95833000,218,27,270,350,0,grass
,KROŚNIEWICE,PL,airport,52.25555000,19.15128000,121,09,86,535,0,grass
,KROŚNIEWICE,PL,airport,52.25555000,19.15128000,121,27,266,535,0,grass
,KSIĘGINKI,PL,landing_strip,51.95645000,17.07575000,102,14,135,296,20,grass
,KSIĘGINKI,PL,landing_strip,51.95645000,17.07575000,102,32,315,296,20,grass
,JEZIORKO ŁOMŻA,PL,landing_strip,53.21545000,22.14715000,145,13,137,700,65,grass
,JEZIORKO ŁOMŻA,PL,landing_strip,53.21545000,22.14715000,145,31,317,700,65,grass
,WLEWSK,PL,landing_strip,53.27533000,19.76053000,162,12,122,1100,0,grass
,WLEWSK,PL,landing_strip,53.27533000,19.76053000,162,30,302,1100,0,grass
,GOSTKOWO,PL,ultralight,53.11172000,18.68056000,85,28,100,450,29,grass
,GOSTKOWO,PL,ultralight,53.11172000,18.68056000,85,10,280,450,29,grass
,ŁOWICZ,PL,landing_strip,52.08405000,19.85903000,91,02,17,690,0,grass
,ŁOWICZ,PL,landing_strip,52.08405000,19.85903000,91,20,197,690,0,grass
,ŻAGAŃ,PL,airport,51.62780000,15.40803000,152,11,108,2500,0,grass
,ŻAGAŃ,PL,airport,51.62780000,15.40803000,152,29,288,2500,0,grass
,ŁOSICE,PL,landing_strip,52.23836000,22.71124000,155,17,172,475,30,grass
,ŁOSICE,PL,landing_strip,52.23836000,22.71124000,155,35,352,475,30,grass
,ŁOMŻA II,PL,landing_strip,53.19388000,22.04837000,96,08,79,1670,0,grass
,ŁOMŻA II,PL,landing_strip,53.19388000,22.04837000,96,26,259,1670,0,grass
,LĘDZIECHOWO,PL,airport,54.66858000,17.74313000,88,17,172,2300,0,grass
,LĘDZIECHOWO,PL,airport,54.66858000,17.74313000,88,35,352,2300,0,grass
,ŁAGOWIEC,PL,landing_strip,52.33462000,15.66600000,73,14,135,810,0,grass
,ŁAGOWIEC,PL,landing_strip,52.33462000,15.66600000,73,32,315,810,0,grass
,KONOPISKA,PL,landing_strip,50.73970000,19.00833000,271,05,47,800,30,grass
,KONOPISKA,PL,landing_strip,50.73970000,19.00833000,271,23,227,800,26,grass
,ŁOMNICA,PL,landing_strip,51.81980000,21.86130000,168,18,178,369,16,grass
,ŁOMNICA,PL,landing_strip,51.81980000,21.86130000,168,36,358,369,16,grass
,ŁĄKTA GÓRNA,PL,landing_strip,49.83325000,20.41092000,314,18,180,225,17,grass
,ŁĄKTA GÓRNA,PL,landing_strip,49.83325000,20.41092000,314,36,0,225,17,grass
,KAZIMIERZA MAŁA,PL,landing_strip,50.26080000,20.54070000,187,13,134,620,27,grass
,KAZIMIERZA MAŁA,PL,landing_strip,50.26080000,20.54070000,187,31,314,620,27,grass
,DĄBROWA GÓRNICZA-ŁOSIEŃ,PL,landing_strip,50.35000000,19.30937000,357,01,10,350,0,grass
,DĄBROWA GÓRNICZA-ŁOSIEŃ,PL,landing_strip,50.35000000,19.30937000,357,19,190,350,0,grass
,CZĘSTOCHOWA-KAWODRZA,PL,landing_strip,50.78250000,19.04937000,267,02,15,222,14,grass
,CZĘSTOCHOWA-KAWODRZA,PL,landing_strip,50.78250000,19.04937000,267,20,195,222,14,grass
,KAWĘCZYN,PL,landing_strip,51.88230000,20.22078000,158,03,29,735,0,grass
,KAWĘCZYN,PL,landing_strip,51.88230000,20.22078000,158,21,209,735,0,grass
,CHROMNA,PL,landing_strip,52.10913000,22.37738000,164,18,178,245,15,grass
,CHROMNA,PL,landing_strip,52.10913000,22.37738000,164,36,358,245,15,grass
,KOLONIA,PL,landing_strip,53.57600000,21.27297000,140,17,174,340,35,grass
,KOLONIA,PL,landing_strip,53.57600000,21.27297000,140,35,354,340,35,grass
,DĄBCZE,PL,ultralight,51.81875000,16.66000000,98,10,97,610,24,grass
,DĄBCZE,PL,ultralight,51.81875000,16.66000000,98,28,277,610,24,grass
,CHWAŁOWICE,PL,landing_strip,50.76592000,21.89612000,194,10,96,623,0,grass
,CHWAŁOWICE,PL,landing_strip,50.76592000,21.89612000,194,28,276,623,0,grass
,IZDEBNO KOŚCIELNE,PL,landing_strip,52.12233000,20.52717000,91,11,107,125,0,grass
,IZDEBNO KOŚCIELNE,PL,landing_strip,52.12233000,20.52717000,91,29,287,125,0,grass
,KONARY,PL,landing_strip,52.28742000,20.27742000,69,08,83,350,25,grass
,KONARY,PL,landing_strip,52.28742000,20.27742000,69,26,263,350,25,grass
,KOLONIA SŁOJA,PL,landing_strip,53.33288000,23.61758000,204,09,93,512,25,grass
,KOLONIA SŁOJA,PL,landing_strip,53.33288000,23.61758000,204,27,273,512,25,grass
,CZECHY,PL,landing_strip,50.21238000,20.15425000,236,10,102,420,15,grass
,CZECHY,PL,landing_strip,50.21238000,20.15425000,236,28,282,420,15,grass
,CHOJNICE,PL,ultralight,53.68033000,17.53313000,163,03,210,500,30,grass
,CHOJNICE,PL,ultralight,53.68033000,17.53313000,163,21,30,500,30,grass
,KOŁO,PL,landing_strip,52.17513000,18.69530000,95,03,29,520,0,grass
,KOŁO,PL,landing_strip,52.17513000,18.69530000,95,21,209,520,0,grass
,FLYTEAM GÓRA,PL,landing_strip,51.68958000,16.49828000,105,05,52,128,30,grass
,FLYTEAM GÓRA,PL,landing_strip,51.68958000,16.49828000,105,23,232,128,30,grass
,WOLA KRAKOWIAŃSKA II,PL,landing_strip,52.02695000,20.81122000,131,01,3,650,0,grass
,WOLA KRAKOWIAŃSKA II,PL,landing_strip,52.02695000,20.81122000,131,19,183,650,0,grass
,WOLA KRAKOWIAŃSKA I,PL,landing_strip,52.02712000,20.80728000,131,15,155,730,0,grass
,WOLA KRAKOWIAŃSKA I,PL,landing_strip,52.02712000,20.80728000,131,33,335,730,0,grass
,WYSZONOWICE,PL,landing_strip,50.78347000,17.16113000,151,12,117,224,0,grass
,WYSZONOWICE,PL,landing_strip,50.78347000,17.16113000,151,30,297,224,0,grass
,WITNICA,PL,landing_strip,52.67322000,14.86913000,19,01,13,430,0,grass
,WITNICA,PL,landing_strip,52.67322000,14.86913000,19,19,193,430,0,grass
,ŻYRÓW,PL,landing_strip,51.88008000,20.96567000,119,10,104,430,0,grass
,ŻYRÓW,PL,landing_strip,51.88008000,20.96567000,119,28,284,430,0,grass
,ZAJĄCZKOWO,PL,landing_strip,53.21555000,18.77333000,88,14,136,270,0,grass
,ZAJĄCZKOWO,PL,landing_strip,53.21555000,18.77333000,88,32,316,270,0,grass
,WOLA KORYTNICKA,PL,ultralight,52.41258000,21.82162000,137,01,8,760,0,grass
,WOLA KORYTNICKA,PL,ultralight,52.41258000,21.82162000,137,19,188,760,0,grass
,WOLICA ŁUGOWA,PL,landing_strip,50.09770000,21.72550000,213,07,66,400,0,grass
,WOLICA ŁUGOWA,PL,landing_strip,50.09770000,21.72550000,213,25,246,400,0,grass
,ŻODYŃ,PL,landing_strip,52.11603000,15.97692000,55,10,96,300,0,grass
,ŻODYŃ,PL,landing_strip,52.11603000,15.97692000,55,28,276,300,0,grass
,ZBUCZYN,PL,landing_strip,52.09258000,22.41463000,159,36,3,410,0,grass
